state,city,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,AQI,AQI_Bucket,Temperature_C,Humidity_%,Wind_Speed_kmh
Madhya Pradesh,Damoh,NH3,,,,388,Hazardous,20.4,78.0,21.8
Madhya Pradesh,Dewas,CO,27.0,39.0,32.0,5,Good,27.7,74.7,21.8
Madhya Pradesh,Dewas,OZONE,5.0,14.0,11.0,21,Good,17.0,86.3,15.0
Madhya Pradesh,Gwalior,PM10,4.0,109.0,36.0,29,Good,32.6,35.0,20.5
Madhya Pradesh,Gwalior,PM10,9.0,40.0,22.0,28,Good,32.9,84.1,3.0
Madhya Pradesh,Indore,OZONE,5.0,5.0,5.0,32,Good,39.1,45.3,17.6
Madhya Pradesh,Indore,SO2,10.0,16.0,13.0,23,Good,25.6,71.4,3.5
Maharashtra,Nashik,PM2.5,8.0,25.0,16.0,43,Good,33.3,40.2,5.4
Maharashtra,Nashik,SO2,1.0,5.0,3.0,42,Good,27.9,59.5,18.6
Maharashtra,Nashik,CO,21.0,22.0,21.0,8,Good,32.3,65.4,8.6
Maharashtra,Navi Mumbai,NO2,,,,499,Hazardous,39.5,55.0,6.4
Maharashtra,Navi Mumbai,SO2,,,,336,Hazardous,19.2,36.9,25.5
Maharashtra,Navi Mumbai,PM10,21.0,31.0,26.0,26,Good,18.7,31.3,11.7
Maharashtra,Navi Mumbai,PM10,36.0,57.0,47.0,13,Good,29.8,87.4,3.3
Maharashtra,Navi Mumbai,PM10,9.0,35.0,20.0,18,Good,26.5,33.7,9.2
Maharashtra,Navi Mumbai,NO2,42.0,43.0,43.0,40,Good,16.4,80.2,23.1
Maharashtra,Navi Mumbai,SO2,17.0,17.0,17.0,24,Good,38.7,51.4,13.6
Maharashtra,Navi Mumbai,OZONE,9.0,16.0,13.0,27,Good,27.0,83.7,12.6
Maharashtra,Navi Mumbai,PM10,16.0,31.0,23.0,28,Good,27.7,93.4,28.4
Maharashtra,Navi Mumbai,SO2,19.0,25.0,25.0,41,Good,28.3,53.0,2.6
Maharashtra,Parbhani,NH3,3.0,5.0,4.0,2,Good,19.4,62.2,28.2
Maharashtra,Pimpri-Chinchwad,NH3,2.0,2.0,2.0,11,Good,25.4,83.3,3.2
Maharashtra,Pimpri-Chinchwad,NO2,13.0,21.0,15.0,41,Good,22.9,67.1,29.7
Maharashtra,Amravati,OZONE,6.0,14.0,10.0,11,Good,35.8,62.3,11.2
Maharashtra,Amravati,PM10,20.0,71.0,39.0,21,Good,26.2,37.3,23.0
Maharashtra,Amravati,OZONE,2.0,17.0,9.0,10,Good,39.4,67.7,26.7
Maharashtra,Aurangabad,PM2.5,3.0,52.0,19.0,39,Good,18.2,71.3,3.4
Maharashtra,Aurangabad,OZONE,9.0,19.0,11.0,20,Good,26.8,58.3,5.5
Maharashtra,Aurangabad,PM10,,,,435,Hazardous,25.7,78.9,24.6
Maharashtra,Aurangabad,NO2,4.0,29.0,12.0,10,Good,20.6,58.4,6.2
Maharashtra,Badlapur,CO,18.0,21.0,20.0,45,Good,32.5,83.5,8.5
Maharashtra,Badlapur,OZONE,18.0,44.0,28.0,2,Good,31.5,46.5,5.2
Maharashtra,Beed,PM2.5,2.0,251.0,27.0,26,Good,28.0,86.6,12.9
Maharashtra,Beed,CO,17.0,27.0,22.0,37,Good,39.9,30.4,23.9
Maharashtra,Belapur,PM2.5,10.0,17.0,13.0,46,Good,31.5,72.9,25.2
Maharashtra,Belapur,PM10,15.0,25.0,19.0,40,Good,32.0,92.7,24.8
Maharashtra,Belapur,CO,6.0,14.0,10.0,3,Good,15.2,60.9,24.3
Maharashtra,Bhiwandi,PM10,36.0,55.0,44.0,21,Good,35.8,34.2,12.0
Maharashtra,Bhiwandi,OZONE,17.0,49.0,28.0,29,Good,27.5,48.5,20.2
Maharashtra,Kolhapur,SO2,0.0,2.0,1.0,31,Good,26.1,49.6,5.4
Maharashtra,Kolhapur,OZONE,28.0,35.0,30.0,32,Good,24.1,64.3,5.7
Maharashtra,Kolhapur,NO2,1.0,26.0,13.0,8,Good,38.2,30.4,21.8
Maharashtra,Kolhapur,SO2,0.0,1.0,1.0,50,Good,32.0,82.6,21.6
Maharashtra,Latur,PM10,6.0,31.0,18.0,30,Good,16.2,82.9,5.3
Maharashtra,Latur,NH3,1.0,6.0,3.0,8,Good,19.4,43.2,27.6
Maharashtra,Latur,SO2,3.0,5.0,4.0,47,Good,31.1,88.5,25.7
Maharashtra,Mahad,PM10,33.0,44.0,37.0,35,Good,27.4,32.4,16.3
Maharashtra,Mahad,NO2,6.0,20.0,14.0,38,Good,35.2,38.7,25.2
Maharashtra,Mahad,NH3,3.0,3.0,3.0,19,Good,27.1,48.7,19.6
Maharashtra,Mahad,SO2,1.0,6.0,3.0,6,Good,15.1,72.6,22.1
Maharashtra,Malegaon,PM2.5,10.0,42.0,28.0,22,Good,33.0,42.3,5.6
Maharashtra,Malegaon,NO2,15.0,27.0,19.0,28,Good,18.8,38.2,10.7
Maharashtra,Malegaon,SO2,1.0,1.0,1.0,9,Good,29.9,84.0,11.8
Maharashtra,Malegaon,CO,14.0,34.0,24.0,49,Good,32.1,32.2,29.9
Maharashtra,Mira-Bhayandar,NH3,4.0,4.0,4.0,47,Good,37.2,91.8,29.0
Madhya Pradesh,Indore,NH3,0.0,0.0,0.0,45,Good,21.6,39.5,25.7
Madhya Pradesh,Indore,OZONE,12.0,13.0,12.0,19,Good,25.0,69.1,24.5
Madhya Pradesh,Indore,SO2,3.0,5.0,3.0,5,Good,34.7,94.4,6.5
Madhya Pradesh,Jabalpur,PM2.5,18.0,35.0,25.0,47,Good,19.3,92.9,9.8
Madhya Pradesh,Jabalpur,NO2,9.0,17.0,12.0,47,Good,30.3,65.0,10.2
Madhya Pradesh,Jabalpur,SO2,3.0,12.0,9.0,12,Good,27.8,39.5,17.8
Madhya Pradesh,Jabalpur,OZONE,3.0,16.0,6.0,37,Good,26.7,86.6,18.6
Madhya Pradesh,Jabalpur,PM10,27.0,79.0,44.0,39,Good,38.4,68.4,10.2
Madhya Pradesh,Jabalpur,NO2,11.0,14.0,13.0,18,Good,23.7,36.9,29.4
Madhya Pradesh,Jabalpur,SO2,3.0,10.0,8.0,32,Good,24.6,76.0,8.3
Madhya Pradesh,Jabalpur,CO,54.0,109.0,81.0,69,Moderate,23.8,55.0,14.6
Madhya Pradesh,Katni,PM10,49.0,117.0,73.0,64,Moderate,21.3,55.0,4.3
Madhya Pradesh,Maihar,PM10,3.0,55.0,23.0,37,Good,36.7,34.3,26.2
Madhya Pradesh,Sagar,SO2,6.0,12.0,8.0,37,Good,15.4,93.8,12.9
Madhya Pradesh,Satna,NH3,,,,387,Hazardous,18.3,71.6,3.8
Madhya Pradesh,Satna,CO,16.0,36.0,26.0,45,Good,30.0,61.5,18.5
Madhya Pradesh,Ujjain,NO2,5.0,25.0,10.0,35,Good,19.7,57.7,6.6
Madhya Pradesh,Ujjain,NH3,4.0,9.0,7.0,9,Good,39.7,88.3,16.3
Maharashtra,Ahmednagar,NH3,,,,472,Hazardous,27.6,38.5,18.8
Maharashtra,Akola,PM10,52.0,78.0,65.0,65,Moderate,15.1,75.3,4.0
Maharashtra,Akola,CO,24.0,30.0,26.0,34,Good,38.9,92.9,28.4
Maharashtra,Ambernath,CO,8.0,18.0,11.0,21,Good,15.2,80.8,9.6
Maharashtra,Amravati,NH3,2.0,2.0,2.0,10,Good,29.4,50.6,27.5
Maharashtra,Mumbai,NH3,7.0,14.0,9.0,8,Good,33.5,33.0,13.9
Maharashtra,Nagpur,OZONE,5.0,14.0,11.0,17,Good,18.6,36.4,23.7
Maharashtra,Nagpur,PM10,13.0,88.0,42.0,47,Good,34.2,53.8,28.3
Maharashtra,Nagpur,SO2,3.0,11.0,5.0,17,Good,36.8,77.8,22.1
Maharashtra,Nagpur,CO,15.0,101.0,46.0,31,Good,30.4,75.8,26.2
Maharashtra,Nashik,CO,1.0,1.0,1.0,43,Good,25.1,32.9,14.7
Maharashtra,Nashik,PM2.5,1.0,42.0,24.0,22,Good,17.9,65.8,3.3
Maharashtra,Nashik,NO2,3.0,6.0,4.0,14,Good,26.3,92.6,7.2
Maharashtra,Nashik,OZONE,13.0,24.0,17.0,35,Good,24.6,62.0,18.5
Maharashtra,Chandrapur,PM2.5,3.0,48.0,29.0,24,Good,32.2,40.7,28.6
Maharashtra,Chandrapur,NO2,19.0,21.0,21.0,2,Good,38.4,77.2,6.5
Maharashtra,Dombivli,CO,13.0,30.0,20.0,33,Good,15.5,62.8,23.4
Maharashtra,Dombivli,OZONE,5.0,352.0,94.0,93,Moderate,35.9,74.2,8.0
Maharashtra,Jalgaon,PM2.5,14.0,34.0,23.0,9,Good,22.8,86.2,26.0
Maharashtra,Jalgaon,NH3,3.0,8.0,4.0,38,Good,19.1,69.5,1.9
Maharashtra,Jalna,NH3,1.0,6.0,4.0,6,Good,19.4,43.5,25.2
Maharashtra,Jalna,SO2,4.0,6.0,5.0,10,Good,30.4,43.2,2.7
Maharashtra,Kolhapur,NO2,15.0,21.0,17.0,6,Good,38.0,43.5,17.7
Maharashtra,Mumbai,SO2,,,,440,Hazardous,28.1,66.4,28.8
Maharashtra,Mumbai,PM10,12.0,28.0,21.0,31,Good,15.0,65.8,10.4
Maharashtra,Mumbai,SO2,7.0,8.0,7.0,38,Good,23.1,73.7,18.2
Maharashtra,Mumbai,NO2,7.0,40.0,21.0,1,Good,30.2,36.9,15.6
Maharashtra,Mumbai,SO2,0.0,14.0,7.0,48,Good,22.5,75.3,9.8
Maharashtra,Mumbai,PM2.5,,,,420,Hazardous,26.3,36.8,6.2
Maharashtra,Mumbai,PM2.5,1.0,36.0,17.0,44,Good,24.6,31.0,20.3
Maharashtra,Mumbai,SO2,,,,461,Hazardous,23.0,67.8,27.1
Maharashtra,Mumbai,PM2.5,,,,311,Hazardous,16.6,35.8,16.6
Maharashtra,Mumbai,OZONE,7.0,13.0,10.0,50,Good,20.1,54.0,16.6
Maharashtra,Mumbai,PM2.5,10.0,15.0,12.0,24,Good,28.0,74.7,5.6
Maharashtra,Mumbai,PM2.5,2.0,12.0,5.0,39,Good,19.9,93.0,10.4
Maharashtra,Mumbai,NH3,2.0,3.0,3.0,4,Good,26.6,91.3,23.2
Maharashtra,Mumbai,CO,22.0,30.0,26.0,15,Good,23.8,91.6,19.1
Maharashtra,Mumbai,NH3,4.0,4.0,4.0,4,Good,23.5,52.2,0.1
Odisha,Rourkela,NO2,15.0,15.0,15.0,38,Good,18.0,47.2,11.8
Odisha,Rourkela,NH3,1.0,2.0,1.0,22,Good,31.4,60.3,13.8
Odisha,Rourkela,SO2,2.0,7.0,5.0,50,Good,29.8,74.7,1.2
Odisha,Rourkela,OZONE,3.0,25.0,11.0,26,Good,24.1,85.2,17.5
Odisha,Suakati,PM2.5,18.0,37.0,27.0,14,Good,18.5,54.6,22.2
Odisha,Suakati,PM10,27.0,54.0,35.0,42,Good,18.4,32.5,28.5
Odisha,Suakati,NO2,17.0,18.0,18.0,44,Good,20.3,35.1,10.9
Odisha,Talcher,PM10,0.0,109.0,53.0,75,Moderate,34.2,56.0,21.2
Odisha,Talcher,NO2,26.0,53.0,35.0,1,Good,27.2,83.3,0.5
Odisha,Talcher,NH3,5.0,9.0,6.0,24,Good,30.4,31.4,17.6
Odisha,Talcher,OZONE,10.0,17.0,14.0,34,Good,34.8,89.3,11.4
Puducherry,Puducherry,NO2,11.0,40.0,20.0,45,Good,29.0,85.9,14.2
Puducherry,Puducherry,NH3,2.0,9.0,4.0,36,Good,34.5,42.8,6.9
Punjab,Amritsar,SO2,10.0,13.0,12.0,50,Good,23.4,40.8,14.5
Punjab,Bathinda,PM2.5,,,,392,Hazardous,16.8,33.0,29.6
Punjab,Jalandhar,PM10,33.0,230.0,68.0,64,Moderate,19.0,48.2,23.9
Punjab,Khanna,PM10,74.0,77.0,76.0,56,Moderate,16.6,67.4,8.2
Punjab,Khanna,CO,52.0,54.0,53.0,67,Moderate,26.3,40.0,28.7
Punjab,Ludhiana,NO2,37.0,44.0,41.0,12,Good,32.9,75.4,19.8
Punjab,Mandi Gobindgarh,PM10,90.0,111.0,100.0,63,Moderate,21.5,86.8,2.8
Rajasthan,Churu,PM10,91.0,418.0,183.0,169,Unhealthy,17.9,71.9,17.9
Rajasthan,Churu,CO,28.0,52.0,37.0,39,Good,20.9,41.3,9.4
Rajasthan,Dausa,NO2,14.0,47.0,27.0,16,Good,34.6,87.5,25.4
Rajasthan,Dausa,CO,18.0,64.0,37.0,17,Good,20.7,32.8,19.5
Rajasthan,Dholpur,PM2.5,,,,372,Hazardous,27.3,43.4,29.1
Rajasthan,Dholpur,NH3,5.0,10.0,7.0,5,Good,32.3,33.6,19.0
Rajasthan,Dholpur,SO2,2.0,15.0,9.0,42,Good,35.5,93.5,1.6
Rajasthan,Dungarpur,PM2.5,17.0,78.0,33.0,5,Good,36.1,84.2,0.0
Rajasthan,Jaipur,OZONE,35.0,55.0,43.0,14,Good,17.5,39.5,12.3
Rajasthan,Jaipur,PM10,53.0,138.0,96.0,99,Moderate,31.9,92.9,18.9
Rajasthan,Jaipur,PM10,45.0,114.0,83.0,89,Moderate,33.5,82.1,24.8
Rajasthan,Jaipur,NH3,4.0,15.0,9.0,12,Good,37.5,83.4,27.4
Rajasthan,Jaipur,SO2,10.0,20.0,14.0,31,Good,20.2,77.4,16.4
Rajasthan,Jaipur,PM2.5,47.0,88.0,65.0,85,Moderate,16.4,31.5,8.1
Rajasthan,Jaipur,NO2,10.0,56.0,21.0,9,Good,18.0,34.3,16.5
Rajasthan,Jaipur,NH3,4.0,9.0,5.0,48,Good,29.3,55.6,4.5
Rajasthan,Jaipur,CO,35.0,52.0,44.0,8,Good,21.8,78.5,28.9
Punjab,Mandi Gobindgarh,CO,,,,450,Hazardous,20.9,63.8,10.4
Punjab,Patiala,PM2.5,27.0,72.0,40.0,8,Good,38.7,63.4,10.0
Punjab,Patiala,PM10,54.0,141.0,74.0,60,Moderate,39.8,90.9,22.3
Punjab,Patiala,NO2,16.0,19.0,18.0,6,Good,17.1,45.1,1.2
Punjab,Rupnagar,NH3,,,,350,Hazardous,31.9,31.8,0.2
Rajasthan,Ajmer,PM2.5,32.0,82.0,52.0,84,Moderate,23.9,80.0,29.7
Rajasthan,Ajmer,PM10,79.0,144.0,104.0,135,Unhealthy for Sensitive Groups,39.5,71.9,18.2
Rajasthan,Ajmer,SO2,21.0,27.0,25.0,19,Good,18.7,74.7,20.0
Rajasthan,Banswara,NO2,14.0,46.0,28.0,31,Good,25.4,82.8,3.6
Rajasthan,Banswara,SO2,2.0,41.0,5.0,0,Good,36.2,60.5,26.7
Rajasthan,Banswara,OZONE,27.0,56.0,45.0,36,Good,36.5,63.6,3.8
Rajasthan,Baran,CO,42.0,48.0,45.0,38,Good,18.1,55.0,27.7
Rajasthan,Barmer,NH3,3.0,5.0,3.0,33,Good,24.3,59.4,29.0
Rajasthan,Barmer,SO2,,,,435,Hazardous,27.5,38.1,6.7
Rajasthan,Bharatpur,PM2.5,2.0,29.0,12.0,1,Good,26.0,93.8,27.8
Rajasthan,Jaipur,OZONE,27.0,70.0,52.0,75,Moderate,27.7,86.0,14.3
Rajasthan,Jaipur,CO,21.0,38.0,29.0,25,Good,31.0,73.7,1.1
Rajasthan,Jaipur,OZONE,19.0,36.0,26.0,39,Good,26.5,54.6,18.3
Rajasthan,Jaipur,PM2.5,12.0,47.0,30.0,8,Good,35.0,89.5,3.2
Rajasthan,Jaisalmer,NH3,5.0,9.0,7.0,31,Good,34.4,74.3,17.8
Rajasthan,Jaisalmer,CO,7.0,11.0,10.0,25,Good,30.4,65.6,24.5
Rajasthan,Jalore,NH3,4.0,6.0,4.0,15,Good,30.9,42.7,3.0
Rajasthan,Jhunjhunu,NH3,5.0,10.0,7.0,11,Good,23.4,62.9,1.6
Rajasthan,Jodhpur,PM2.5,8.0,47.0,24.0,47,Good,29.1,41.6,18.3
Rajasthan,Jodhpur,PM2.5,13.0,52.0,23.0,20,Good,33.6,55.5,3.0
Rajasthan,Jodhpur,CO,16.0,21.0,18.0,36,Good,22.7,42.3,1.9
Rajasthan,Jodhpur,NO2,12.0,27.0,22.0,2,Good,34.4,40.3,6.5
Odisha,Barbil,SO2,6.0,13.0,9.0,13,Good,16.4,78.6,2.7
Odisha,Bhubaneswar,PM2.5,23.0,42.0,34.0,40,Good,28.4,65.2,17.5
Odisha,Bhubaneswar,PM10,21.0,64.0,36.0,39,Good,29.1,39.6,3.8
Odisha,Bhubaneswar,CO,56.0,70.0,63.0,86,Moderate,18.1,46.5,9.8
Odisha,Brajrajnagar,PM2.5,8.0,48.0,25.0,7,Good,18.5,50.1,14.3
Odisha,Brajrajnagar,OZONE,43.0,47.0,44.0,24,Good,35.5,50.7,6.4
Odisha,Byasanagar,NH3,0.0,2.0,1.0,9,Good,16.6,40.7,29.9
Odisha,Keonjhar,NO2,13.0,17.0,15.0,34,Good,16.7,70.2,1.1
Odisha,Rairangpur,PM10,46.0,68.0,58.0,92,Moderate,22.9,57.0,17.1
Odisha,Rourkela,CO,14.0,92.0,30.0,7,Good,22.8,35.5,8.1
Meghalaya,Byrnihat,SO2,,,,374,Hazardous,34.0,71.9,19.3
Meghalaya,Byrnihat,OZONE,,,,380,Hazardous,26.3,36.7,26.6
Meghalaya,Shillong,NO2,0.0,2.0,0.0,29,Good,28.7,64.6,18.0
Meghalaya,Shillong,CO,10.0,20.0,14.0,25,Good,39.1,55.0,9.8
Meghalaya,Shillong,SO2,,,,475,Hazardous,27.4,64.4,3.6
Meghalaya,Shillong,CO,13.0,75.0,34.0,8,Good,38.5,37.1,5.9
Mizoram,Aizawl,NH3,0.0,0.0,0.0,8,Good,35.1,43.4,11.9
Nagaland,Kohima,PM10,4.0,20.0,10.0,28,Good,33.0,50.6,21.2
Nagaland,Kohima,NO2,3.0,4.0,3.0,45,Good,24.2,43.1,0.7
Odisha,Balasore,PM2.5,2.0,47.0,23.0,25,Good,32.3,79.0,2.0
Odisha,Balasore,NO2,2.0,45.0,13.0,18,Good,20.6,49.8,17.8
Maharashtra,Pune,PM10,17.0,56.0,35.0,8,Good,36.5,58.2,27.8
Maharashtra,Sangli,PM2.5,5.0,20.0,13.0,40,Good,27.8,34.0,22.3
Maharashtra,Sangli,NO2,6.0,9.0,7.0,45,Good,19.2,88.1,27.5
Maharashtra,Satara,PM10,1.0,69.0,27.0,11,Good,34.2,38.1,13.7
Maharashtra,Solapur,PM10,,,,387,Hazardous,34.2,93.9,13.6
Maharashtra,Solapur,NH3,,,,433,Hazardous,23.3,34.7,23.0
Maharashtra,Solapur,SO2,,,,460,Hazardous,25.0,50.1,4.4
Maharashtra,Solapur,CO,19.0,37.0,30.0,40,Good,21.5,87.8,10.3
Maharashtra,Ulhasnagar,PM2.5,18.0,42.0,30.0,23,Good,18.7,55.6,14.0
Maharashtra,Ulhasnagar,PM10,24.0,57.0,40.0,7,Good,31.0,79.0,14.1
Maharashtra,Ulhasnagar,OZONE,13.0,42.0,25.0,45,Good,28.7,72.0,2.1
Maharashtra,Pimpri-Chinchwad,NH3,2.0,16.0,11.0,12,Good,36.4,67.2,18.8
Maharashtra,Pimpri-Chinchwad,PM10,26.0,42.0,34.0,41,Good,18.9,36.4,2.8
Maharashtra,Pimpri-Chinchwad,NO2,,,,352,Hazardous,25.5,33.7,9.8
Maharashtra,Pune,PM2.5,11.0,34.0,19.0,46,Good,17.7,33.7,7.5
Maharashtra,Pune,CO,20.0,41.0,29.0,3,Good,36.5,38.7,1.4
Maharashtra,Pune,PM2.5,8.0,10.0,9.0,49,Good,38.8,92.8,13.7
Maharashtra,Pune,PM2.5,,,,401,Hazardous,31.1,63.6,9.6
Maharashtra,Pune,NO2,3.0,21.0,18.0,46,Good,39.3,80.0,1.9
Maharashtra,Pune,NH3,,,,369,Hazardous,17.6,41.0,27.4
Maharashtra,Pune,NO2,,,,438,Hazardous,23.3,43.6,20.8
Rajasthan,Bharatpur,NO2,1.0,21.0,8.0,37,Good,16.2,50.4,28.7
Rajasthan,Bharatpur,OZONE,26.0,77.0,50.0,25,Good,20.3,81.1,20.8
Rajasthan,Bhilwara,PM10,44.0,116.0,87.0,61,Moderate,23.9,66.3,8.9
Rajasthan,Bhiwadi,PM10,54.0,175.0,101.0,107,Unhealthy for Sensitive Groups,23.4,69.3,1.1
Rajasthan,Bhiwadi,OZONE,6.0,31.0,14.0,14,Good,37.5,53.2,28.1
Rajasthan,Bhiwadi,PM2.5,42.0,500.0,225.0,251,Very Unhealthy,36.6,82.5,1.4
Rajasthan,Bikaner,OZONE,21.0,45.0,33.0,38,Good,23.9,57.8,16.9
Rajasthan,Chittorgarh,PM2.5,10.0,98.0,48.0,21,Good,31.1,34.4,24.2
Telangana,Hyderabad,NO2,10.0,15.0,12.0,8,Good,21.0,57.9,26.3
Telangana,Hyderabad,SO2,7.0,12.0,9.0,49,Good,24.7,56.0,29.8
Telangana,Hyderabad,CO,27.0,34.0,29.0,16,Good,39.4,68.8,13.1
Telangana,Hyderabad,PM10,,,,364,Hazardous,34.1,49.3,0.8
Telangana,Hyderabad,NO2,34.0,42.0,38.0,35,Good,29.1,50.5,11.6
Telangana,Hyderabad,CO,32.0,40.0,36.0,50,Good,37.9,88.6,28.0
Telangana,Hyderabad,PM2.5,,,,304,Hazardous,23.6,94.5,27.2
Telangana,Hyderabad,OZONE,14.0,34.0,23.0,12,Good,38.8,62.6,22.9
Telangana,Hyderabad,PM2.5,2.0,16.0,9.0,4,Good,27.1,51.1,2.7
Telangana,Hyderabad,NH3,1.0,2.0,1.0,26,Good,27.9,92.8,17.4
Telangana,Hyderabad,NO2,6.0,8.0,7.0,6,Good,33.8,30.2,20.5
Telangana,Hyderabad,OZONE,22.0,24.0,23.0,22,Good,28.5,51.8,1.8
Telangana,Hyderabad,PM10,56.0,67.0,64.0,74,Moderate,21.5,46.0,24.6
Telangana,Hyderabad,PM2.5,29.0,59.0,44.0,16,Good,27.0,63.0,16.4
Telangana,Hyderabad,SO2,11.0,16.0,13.0,31,Good,40.0,30.4,26.5
Telangana,Hyderabad,OZONE,16.0,26.0,20.0,6,Good,34.8,53.2,27.5
Telangana,Hyderabad,OZONE,20.0,27.0,23.0,38,Good,38.2,71.8,23.5
Uttar Pradesh,Jhansi,SO2,15.0,22.0,17.0,16,Good,21.6,54.3,12.8
Uttar Pradesh,Kanpur,PM10,30.0,77.0,51.0,96,Moderate,39.6,89.9,9.7
Uttar Pradesh,Kanpur,NH3,2.0,2.0,2.0,48,Good,18.1,66.5,21.1
Uttar Pradesh,Khora,SO2,8.0,8.0,8.0,10,Good,15.1,39.7,27.3
Uttar Pradesh,Khurja,NO2,12.0,13.0,12.0,32,Good,38.3,47.8,27.4
Uttar Pradesh,Khurja,OZONE,22.0,23.0,22.0,46,Good,39.9,64.3,20.9
Uttar Pradesh,Lucknow,PM10,41.0,81.0,62.0,77,Moderate,27.4,55.1,29.0
Uttar Pradesh,Lucknow,NO2,28.0,35.0,30.0,20,Good,24.4,87.4,16.3
Uttar Pradesh,Lucknow,CO,2.0,61.0,26.0,7,Good,15.8,67.6,22.8
Uttar Pradesh,Lucknow,OZONE,35.0,85.0,55.0,100,Moderate,28.2,82.1,29.8
Uttar Pradesh,Lucknow,PM2.5,13.0,62.0,36.0,7,Good,19.3,39.4,16.9
Uttar Pradesh,Lucknow,CO,39.0,40.0,39.0,1,Good,20.1,49.9,21.9
Uttar Pradesh,Lucknow,PM2.5,19.0,195.0,44.0,46,Good,37.3,48.7,12.1
Uttar Pradesh,Lucknow,NO2,,,,346,Hazardous,25.0,33.2,17.7
Rajasthan,Jodhpur,SO2,3.0,18.0,8.0,17,Good,24.6,93.0,3.5
Rajasthan,Jodhpur,NH3,3.0,4.0,3.0,8,Good,22.8,89.5,8.3
Rajasthan,Jodhpur,OZONE,32.0,48.0,44.0,38,Good,26.4,49.7,21.1
Rajasthan,Khairthal,PM2.5,70.0,164.0,112.0,125,Unhealthy for Sensitive Groups,25.6,65.8,17.9
Rajasthan,Khairthal,NH3,2.0,5.0,4.0,45,Good,20.7,50.2,21.4
Rajasthan,Khairthal,OZONE,26.0,29.0,28.0,1,Good,30.5,34.3,26.5
Rajasthan,Kota,NO2,5.0,32.0,16.0,10,Good,16.4,33.3,27.4
Rajasthan,Kota,CO,24.0,41.0,31.0,44,Good,18.0,68.5,21.8
Rajasthan,Kota,SO2,9.0,19.0,12.0,30,Good,28.2,57.2,21.4
Rajasthan,Kota,CO,23.0,43.0,33.0,19,Good,24.2,41.9,14.8
Rajasthan,Kota,OZONE,8.0,10.0,9.0,35,Good,39.4,50.5,7.8
Rajasthan,Nagaur,OZONE,21.0,49.0,34.0,21,Good,26.9,33.8,22.9
Rajasthan,Pali,CO,16.0,17.0,16.0,16,Good,27.5,38.3,6.7
Rajasthan,Pratapgarh,PM10,32.0,227.0,77.0,66,Moderate,15.2,64.7,10.5
Rajasthan,Rajsamand,CO,1.0,6.0,4.0,44,Good,25.3,30.1,12.6
Rajasthan,Rajsamand,OZONE,32.0,84.0,59.0,98,Moderate,26.8,37.2,29.4
Rajasthan,Sawai Madhopur,NH3,2.0,3.0,2.0,15,Good,29.1,72.5,0.1
Rajasthan,Sawai Madhopur,OZONE,15.0,64.0,45.0,19,Good,26.0,85.1,18.0
Rajasthan,Sikar,PM2.5,47.0,93.0,72.0,80,Moderate,39.7,78.9,14.7
Rajasthan,Sikar,NO2,3.0,14.0,8.0,38,Good,27.1,68.4,8.1
Rajasthan,Sikar,CO,5.0,26.0,16.0,28,Good,36.7,92.8,15.1
Rajasthan,Sri Ganganagar,SO2,4.0,7.0,5.0,34,Good,35.5,68.3,1.7
Rajasthan,Tonk,NH3,4.0,20.0,10.0,30,Good,39.8,62.6,3.3
Uttar Pradesh,Ghaziabad,CO,18.0,52.0,35.0,50,Good,23.9,73.6,1.3
Uttar Pradesh,Ghaziabad,OZONE,16.0,41.0,31.0,2,Good,18.9,50.7,14.3
Uttar Pradesh,Ghaziabad,OZONE,17.0,50.0,32.0,49,Good,38.0,68.4,22.9
Uttar Pradesh,Ghaziabad,OZONE,18.0,29.0,23.0,18,Good,23.6,37.9,9.2
Uttar Pradesh,Gorakhpur,PM2.5,33.0,62.0,46.0,25,Good,31.8,43.4,8.2
Uttar Pradesh,Gorakhpur,NH3,1.0,1.0,1.0,18,Good,24.1,69.7,19.0
Uttar Pradesh,Greater Noida,PM2.5,39.0,78.0,59.0,83,Moderate,29.1,58.5,8.1
Uttar Pradesh,Greater Noida,CO,2.0,2.0,2.0,30,Good,23.1,71.4,27.3
Uttar Pradesh,Greater Noida,CO,25.0,28.0,26.0,30,Good,35.0,43.5,20.0
Uttar Pradesh,Hapur,OZONE,8.0,34.0,19.0,24,Good,29.6,51.8,0.8
Uttar Pradesh,Agra,NH3,4.0,8.0,8.0,9,Good,17.8,48.4,9.3
Uttar Pradesh,Agra,SO2,13.0,15.0,14.0,0,Good,22.3,34.6,2.1
Uttar Pradesh,Agra,CO,10.0,16.0,12.0,30,Good,34.9,62.9,3.2
Uttar Pradesh,Baghpat,PM2.5,27.0,66.0,46.0,0,Good,38.0,72.1,10.5
Uttar Pradesh,Bareilly,OZONE,10.0,29.0,18.0,6,Good,28.2,84.5,27.3
Uttar Pradesh,Firozabad,PM2.5,17.0,37.0,26.0,41,Good,28.1,94.5,13.5
Uttar Pradesh,Firozabad,PM10,24.0,54.0,38.0,33,Good,30.9,84.4,23.3
Uttar Pradesh,Firozabad,OZONE,0.0,0.0,0.0,41,Good,33.7,60.7,16.1
Uttar Pradesh,Firozabad,PM10,,,,373,Hazardous,29.8,73.9,23.4
Tamil Nadu,Chennai,NO2,12.0,16.0,14.0,22,Good,32.5,62.0,8.5
